FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,TIME_PERIOD,Osservazione,OBS_STATUS,'Stato dell"'osservazione'
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2015,35.42,,
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2016,35.59,,
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2017,35.87,,
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2018,35.77,,
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2019,36.03,,
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2020,35.65,,
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2021,36.12,,
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2022,36.22,,
A,Annuale,ITD59,Rimini,FAVACH,Età media dei padri alla nascita del figlio,2023,36,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,1999,35.08,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2000,34.64,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2001,34.71,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2002,34.76,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2003,34.77,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2004,34.97,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2005,34.94,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2006,35.09,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2007,35.14,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2008,35.16,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2009,35.18,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2010,35.24,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2011,35.27,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2012,35.33,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2013,35.34,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2014,35.42,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2015,35.54,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2016,35.63,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2017,35.74,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2018,35.79,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2019,35.95,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2020,35.84,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2021,36.14,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2022,36.19,,
A,Annuale,ITE,Centro,FAVACH,Età media dei padri alla nascita del figlio,2023,36.23,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,1999,34.4,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2000,34.45,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2001,34.47,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2002,34.55,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2003,34.72,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2004,34.8,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2005,34.8,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2006,34.95,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2007,34.97,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2008,34.97,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2009,34.97,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2010,35.09,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2011,35.05,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2012,35.2,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2013,35.24,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2014,35.25,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2015,35.47,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2016,35.44,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2017,35.66,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2018,35.69,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2019,35.91,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2020,35.8,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2021,36.08,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2022,36.18,,
A,Annuale,ITE1,Toscana,FAVACH,Età media dei padri alla nascita del figlio,2023,36.19,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,1999,33.99,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2000,33.66,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2001,33.99,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2002,34.22,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2003,34.28,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2004,34.23,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2005,33.99,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2006,34.8,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2007,34.61,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2008,34.83,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2009,34.67,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2010,35.36,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2011,35.04,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2012,35.35,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2013,35.26,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2014,35.04,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2015,35.29,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2016,35.62,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2017,35.64,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2018,35.64,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2019,35.99,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2020,35.59,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2021,35.99,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2022,35.84,,
A,Annuale,ITE11,Massa-Carrara,FAVACH,Età media dei padri alla nascita del figlio,2023,36.17,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,1999,34.09,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2000,34.24,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2001,34.32,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2002,34.25,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2003,34.7,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2004,34.68,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2005,35.03,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2006,34.78,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2007,35.14,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2008,34.97,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2009,35.13,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2010,35.35,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2011,35.28,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2012,35.34,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2013,35.54,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2014,35.62,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2015,35.57,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2016,35.67,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2017,35.9,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2018,35.79,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2019,36.18,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2020,35.81,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2021,36.11,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2022,36.11,,
A,Annuale,ITE12,Lucca,FAVACH,Età media dei padri alla nascita del figlio,2023,36.4,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,1999,34.31,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2000,34.44,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2001,34.07,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2002,34.59,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2003,34.85,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2004,34.81,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2005,34.55,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2006,34.85,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2007,34.65,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2008,34.74,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2009,34.98,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2010,34.87,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2011,35.07,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2012,35.26,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2013,35.17,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2014,35.22,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2015,35.41,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2016,35.33,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2017,35.71,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2018,35.68,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2019,35.71,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2020,36.02,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2021,35.82,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2022,36.24,,
A,Annuale,ITE13,Pistoia,FAVACH,Età media dei padri alla nascita del figlio,2023,35.95,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,1999,34.86,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2000,34.91,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2001,34.9,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2002,34.84,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2003,34.92,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2004,34.96,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2005,35.04,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2006,35.21,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2007,35.12,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2008,35.09,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2009,35.13,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2010,35.27,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2011,35.26,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2012,35.3,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2013,35.31,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2014,35.39,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2015,35.56,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2016,35.62,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2017,35.86,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2018,35.91,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2019,36.17,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2020,36.11,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2021,36.39,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2022,36.42,,
A,Annuale,ITE14,Firenze,FAVACH,Età media dei padri alla nascita del figlio,2023,36.53,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,1999,34.52,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2000,34.24,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2001,34.59,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2002,34.57,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2003,34.51,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2004,34.53,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2005,34.57,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2006,35.14,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2007,34.97,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2008,35.13,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2009,34.88,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2010,34.83,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2011,35.04,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2012,35.41,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2013,35.15,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2014,35.39,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2015,35.43,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2016,35.27,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2017,35.58,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2018,35.58,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2019,35.65,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2020,35.71,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2021,35.97,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2022,35.91,,
A,Annuale,ITE16,Livorno,FAVACH,Età media dei padri alla nascita del figlio,2023,35.9,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,1999,34.29,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2000,34.38,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2001,34.49,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2002,34.64,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2003,34.66,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2004,35.22,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2005,35.07,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2006,34.97,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2007,35.2,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2008,35.25,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2009,34.94,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2010,35.32,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2011,35.2,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2012,35.38,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2013,35.47,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2014,35.67,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2015,35.75,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2016,35.8,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2017,35.68,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2018,35.7,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2019,36.08,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2020,35.78,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2021,36.4,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2022,36.51,,
A,Annuale,ITE17,Pisa,FAVACH,Età media dei padri alla nascita del figlio,2023,36.42,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,1999,33.98,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2000,34.12,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2001,34.27,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2002,34.21,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2003,34.57,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2004,34.75,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2005,34.64,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2006,34.86,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2007,35.02,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2008,34.88,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2009,35.02,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2010,35.09,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2011,34.93,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2012,35.18,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2013,35.18,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2014,35.1,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2015,35.32,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2016,35.49,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2017,35.61,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2018,35.59,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2019,35.73,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2020,35.69,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2021,35.79,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2022,36.07,,
A,Annuale,ITE18,Arezzo,FAVACH,Età media dei padri alla nascita del figlio,2023,35.83,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,1999,34.33,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2000,34.5,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2001,34.28,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2002,34.33,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2003,34.54,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2004,34.68,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2005,34.81,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2006,34.84,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2007,34.91,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2008,34.78,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2009,34.84,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2010,35.06,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2011,35,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2012,35.37,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2013,35.19,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2014,35.21,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2015,35.79,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2016,35.32,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2017,35.68,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2018,35.66,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2019,35.99,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2020,35.75,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2021,35.93,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2022,36.02,,
A,Annuale,ITE19,Siena,FAVACH,Età media dei padri alla nascita del figlio,2023,35.95,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,1999,34.25,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2000,34.5,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2001,34.26,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2002,34.44,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2003,34.77,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2004,34.9,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2005,34.78,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2006,34.88,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2007,34.73,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2008,34.81,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2009,35.02,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2010,35.16,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2011,34.65,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2012,35.06,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2013,35.31,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2014,35,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2015,35.25,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2016,35.17,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2017,35.49,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2018,35.47,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2019,35.38,,
A,Annuale,ITE1A,Grosseto,FAVACH,Età media dei padri alla nascita del figlio,2020,35.56,,
